,date,time,symbol,strike,expiry,open,high,low,close,volume,oi,prefix,option_type
1910,220103,40260,NIFTY06012217200CE,17200,220106,335.25,335.7,333.05,334.6,6650,1057800,NIFTY060122,CE
4532,220103,40260,NIFTY06012217550CE,17550,220106,78.5,79.25,77.75,79.25,59500,1415050,NIFTY060122,CE
3407,220103,40260,NIFTY06012217400CE,17400,220106,169.95,170.6,168.55,170.5,29100,2735400,NIFTY060122,CE
11031,220103,40260,NIFTY06012218450CE,18450,220106,0.85,0.85,0.85,0.85,250,30300,NIFTY060122,CE
13544,220103,40260,NIFTY06012219000CE,19000,220106,0.5,0.5,0.45,0.5,2900,682100,NIFTY060122,CE
828,220103,40260,NIFTY06012217000CE,17000,220106,523.0,523.2,521.1,523.2,600,445150,NIFTY060122,CE
10103,220103,40260,NIFTY06012218300CE,18300,220106,1.05,1.05,1.05,1.05,6300,408300,NIFTY060122,CE
2285,220103,40260,NIFTY06012217250CE,17250,220106,290.0,291.0,288.75,291.0,750,210550,NIFTY060122,CE
14059,220103,40260,NIFTY06012219200CE,19200,220106,0.55,0.55,0.55,0.55,50,15150,NIFTY060122,CE
4158,220103,40320,NIFTY06012217500CE,17500,220106,105.7,108.3,105.65,108.2,192350,3904250,NIFTY060122,CE
1911,220103,40320,NIFTY06012217200CE,17200,220106,334.6,340.95,334.6,340.1,9150,1057800,NIFTY060122,CE
12289,220103,40320,NIFTY06012218700CE,18700,220106,0.65,0.65,0.65,0.65,350,149850,NIFTY060122,CE
8282,220103,40320,NIFTY06012218050CE,18050,220106,1.95,2.0,1.95,2.0,5150,218000,NIFTY060122,CE
12509,220103,40320,NIFTY06012218750CE,18750,220106,0.7,0.7,0.7,0.7,1800,23250,NIFTY060122,CE
11313,220103,40320,NIFTY06012218500CE,18500,220106,0.75,0.75,0.75,0.75,41250,2367750,NIFTY060122,CE
10730,220103,40320,NIFTY06012218400CE,18400,220106,0.85,0.9,0.85,0.9,100,200200,NIFTY060122,CE
7533,220103,40320,NIFTY06012217950CE,17950,220106,2.95,3.0,2.95,2.95,15550,562700,NIFTY060122,CE
9028,220103,40320,NIFTY06012218150CE,18150,220106,1.45,1.45,1.4,1.45,4500,124250,NIFTY060122,CE
2286,220103,40320,NIFTY06012217250CE,17250,220106,290.7,294.0,290.7,293.5,1150,210550,NIFTY060122,CE
1660,220103,40320,NIFTY06012217150CE,17150,220106,380.95,386.0,380.95,386.0,50,35900,NIFTY060122,CE
8654,220103,40320,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.6,6950,1456300,NIFTY060122,CE
1325,220103,40320,NIFTY06012217100CE,17100,220106,426.0,433.35,426.0,433.35,800,187050,NIFTY060122,CE
14330,220103,40320,NIFTY06012219400CE,19400,220106,0.55,0.55,0.5,0.5,1250,31400,NIFTY060122,CE
7908,220103,40320,NIFTY06012218000CE,18000,220106,2.55,2.55,2.5,2.55,27000,4817400,NIFTY060122,CE
3408,220103,40320,NIFTY06012217400CE,17400,220106,170.35,174.2,170.35,174.05,79800,2735400,NIFTY060122,CE
11852,220103,40320,NIFTY06012218600CE,18600,220106,0.65,0.65,0.65,0.65,2650,136000,NIFTY060122,CE
2658,220103,40320,NIFTY06012217300CE,17300,220106,248.2,253.0,248.2,252.4,26700,1504150,NIFTY060122,CE
5658,220103,40320,NIFTY06012217700CE,17700,220106,25.6,26.65,25.6,26.65,101700,3449150,NIFTY060122,CE
6408,220103,40320,NIFTY06012217800CE,17800,220106,9.95,10.3,9.95,10.25,47300,3020900,NIFTY060122,CE
3033,220103,40320,NIFTY06012217350CE,17350,220106,207.65,212.0,207.65,212.0,10400,607800,NIFTY060122,CE
6783,220103,40320,NIFTY06012217850CE,17850,220106,6.0,6.2,6.0,6.2,16300,1070150,NIFTY060122,CE
6033,220103,40320,NIFTY06012217750CE,17750,220106,16.25,16.85,16.25,16.85,46800,1314700,NIFTY060122,CE
9401,220103,40320,NIFTY06012218200CE,18200,220106,1.2,1.2,1.2,1.2,23000,1052550,NIFTY060122,CE
14528,220103,40320,NIFTY06012219500CE,19500,220106,0.55,0.55,0.5,0.55,950,217950,NIFTY060122,CE
9756,220103,40320,NIFTY06012218250CE,18250,220106,1.1,1.15,1.1,1.15,1150,44900,NIFTY060122,CE
14408,220103,40320,NIFTY06012219450CE,19450,220106,0.6,0.6,0.6,0.6,50,7250,NIFTY060122,CE
3783,220103,40320,NIFTY06012217450CE,17450,220106,136.45,139.5,136.45,139.2,33350,1035500,NIFTY060122,CE
7158,220103,40320,NIFTY06012217900CE,17900,220106,4.05,4.2,4.05,4.2,45550,2723200,NIFTY060122,CE
4533,220103,40320,NIFTY06012217550CE,17550,220106,79.3,81.4,79.3,81.4,81000,1415050,NIFTY060122,CE
12713,220103,40320,NIFTY06012218800CE,18800,220106,0.6,0.6,0.55,0.55,400,130850,NIFTY060122,CE
11032,220103,40320,NIFTY06012218450CE,18450,220106,0.85,0.9,0.85,0.85,100,30150,NIFTY060122,CE
13545,220103,40320,NIFTY06012219000CE,19000,220106,0.5,0.5,0.45,0.45,9850,682100,NIFTY060122,CE
829,220103,40320,NIFTY06012217000CE,17000,220106,523.2,529.15,523.2,528.95,1200,445150,NIFTY060122,CE
10423,220103,40320,NIFTY06012218350CE,18350,220106,1.1,1.1,1.0,1.05,250,35450,NIFTY060122,CE
14857,220103,40320,NIFTY06012219600CE,19600,220106,0.55,0.55,0.5,0.55,550,233950,NIFTY060122,CE
10104,220103,40320,NIFTY06012218300CE,18300,220106,1.05,1.05,1.0,1.05,41600,408300,NIFTY060122,CE
5283,220103,40320,NIFTY06012217650CE,17650,220106,38.95,40.4,38.95,40.35,64150,1259250,NIFTY060122,CE
4908,220103,40320,NIFTY06012217600CE,17600,220106,56.7,58.7,56.7,58.7,172400,3124100,NIFTY060122,CE
12290,220103,40380,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,1300,149850,NIFTY060122,CE
1326,220103,40380,NIFTY06012217100CE,17100,220106,433.35,437.35,432.7,436.9,450,187050,NIFTY060122,CE
11314,220103,40380,NIFTY06012218500CE,18500,220106,0.75,0.75,0.7,0.7,3550,2367750,NIFTY060122,CE
10731,220103,40380,NIFTY06012218400CE,18400,220106,0.9,0.9,0.85,0.85,1700,200200,NIFTY060122,CE
14858,220103,40380,NIFTY06012219600CE,19600,220106,0.55,0.55,0.5,0.5,2600,233950,NIFTY060122,CE
4159,220103,40380,NIFTY06012217500CE,17500,220106,108.2,111.35,107.75,110.4,377150,3904250,NIFTY060122,CE
9029,220103,40380,NIFTY06012218150CE,18150,220106,1.45,1.45,1.4,1.45,3500,124250,NIFTY060122,CE
830,220103,40380,NIFTY06012217000CE,17000,220106,528.95,533.25,528.95,533.0,800,445150,NIFTY060122,CE
6034,220103,40380,NIFTY06012217750CE,17750,220106,16.85,17.25,16.65,17.2,90100,1314700,NIFTY060122,CE
2287,220103,40380,NIFTY06012217250CE,17250,220106,293.5,300.0,293.5,300.0,3200,210550,NIFTY060122,CE
12087,220103,40380,NIFTY06012218650CE,18650,220106,0.65,0.8,0.65,0.8,850,24100,NIFTY060122,CE
1661,220103,40380,NIFTY06012217150CE,17150,220106,386.0,390.35,386.0,390.35,100,35900,NIFTY060122,CE
8655,220103,40380,NIFTY06012218100CE,18100,220106,1.6,1.65,1.6,1.65,5200,1456300,NIFTY060122,CE
10105,220103,40380,NIFTY06012218300CE,18300,220106,1.05,1.05,1.0,1.0,5050,408300,NIFTY060122,CE
1912,220103,40380,NIFTY06012217200CE,17200,220106,340.1,345.4,339.75,343.85,15450,1057800,NIFTY060122,CE
8283,220103,40380,NIFTY06012218050CE,18050,220106,2.0,2.0,1.95,1.95,6550,218000,NIFTY060122,CE
12510,220103,40380,NIFTY06012218750CE,18750,220106,0.7,0.7,0.65,0.65,800,23250,NIFTY060122,CE
2659,220103,40380,NIFTY06012217300CE,17300,220106,252.4,257.35,252.15,255.75,46500,1504150,NIFTY060122,CE
5659,220103,40380,NIFTY06012217700CE,17700,220106,26.5,27.3,26.25,27.1,195900,3449150,NIFTY060122,CE
11615,220103,40380,NIFTY06012218550CE,18550,220106,0.75,0.75,0.75,0.75,750,25950,NIFTY060122,CE
9757,220103,40380,NIFTY06012218250CE,18250,220106,1.15,1.15,1.1,1.1,700,44900,NIFTY060122,CE
7159,220103,40380,NIFTY06012217900CE,17900,220106,4.15,4.2,4.1,4.15,80850,2723200,NIFTY060122,CE
14529,220103,40380,NIFTY06012219500CE,19500,220106,0.55,0.55,0.5,0.5,6250,217950,NIFTY060122,CE
7534,220103,40380,NIFTY06012217950CE,17950,220106,2.95,3.0,2.9,2.95,19550,562700,NIFTY060122,CE
14331,220103,40380,NIFTY06012219400CE,19400,220106,0.5,0.55,0.45,0.45,7400,31400,NIFTY060122,CE
3784,220103,40380,NIFTY06012217450CE,17450,220106,139.1,142.85,138.75,141.7,116200,1035500,NIFTY060122,CE
5284,220103,40380,NIFTY06012217650CE,17650,220106,40.35,41.3,39.85,41.1,81200,1259250,NIFTY060122,CE
3409,220103,40380,NIFTY06012217400CE,17400,220106,174.4,177.85,173.25,176.9,122450,2735400,NIFTY060122,CE
7909,220103,40380,NIFTY06012218000CE,18000,220106,2.55,2.55,2.5,2.55,47550,4817400,NIFTY060122,CE
6784,220103,40380,NIFTY06012217850CE,17850,220106,6.2,6.35,6.15,6.3,25550,1070150,NIFTY060122,CE
3034,220103,40380,NIFTY06012217350CE,17350,220106,212.2,216.55,211.55,215.25,29400,607800,NIFTY060122,CE
11033,220103,40380,NIFTY06012218450CE,18450,220106,0.85,0.85,0.8,0.85,1400,30150,NIFTY060122,CE
12714,220103,40380,NIFTY06012218800CE,18800,220106,0.55,0.6,0.55,0.55,4300,130850,NIFTY060122,CE
13546,220103,40380,NIFTY06012219000CE,19000,220106,0.45,0.5,0.45,0.5,23750,682100,NIFTY060122,CE
10424,220103,40380,NIFTY06012218350CE,18350,220106,1.0,1.0,0.95,1.0,750,35450,NIFTY060122,CE
4909,220103,40380,NIFTY06012217600CE,17600,220106,58.5,60.0,58.05,59.65,279450,3124100,NIFTY060122,CE
4534,220103,40380,NIFTY06012217550CE,17550,220106,81.35,83.6,80.8,82.9,184400,1415050,NIFTY060122,CE
9402,220103,40380,NIFTY06012218200CE,18200,220106,1.2,1.2,1.15,1.2,20850,1052550,NIFTY060122,CE
11853,220103,40380,NIFTY06012218600CE,18600,220106,0.65,0.65,0.65,0.65,1300,136000,NIFTY060122,CE
12940,220103,40380,NIFTY06012218850CE,18850,220106,0.65,0.65,0.65,0.65,850,32900,NIFTY060122,CE
6409,220103,40380,NIFTY06012217800CE,17800,220106,10.25,10.55,10.15,10.45,119400,3020900,NIFTY060122,CE
5660,220103,40440,NIFTY06012217700CE,17700,220106,27.05,27.95,27.05,27.95,131600,3442750,NIFTY060122,CE
4160,220103,40440,NIFTY06012217500CE,17500,220106,110.65,112.9,110.65,112.6,333550,3831450,NIFTY060122,CE
14530,220103,40440,NIFTY06012219500CE,19500,220106,0.5,0.55,0.5,0.5,9350,215600,NIFTY060122,CE
13890,220103,40440,NIFTY06012219100CE,19100,220106,0.6,0.6,0.6,0.6,100,12250,NIFTY060122,CE
11854,220103,40440,NIFTY06012218600CE,18600,220106,0.65,0.65,0.65,0.65,2200,136000,NIFTY060122,CE
3785,220103,40440,NIFTY06012217450CE,17450,220106,142.4,144.65,142.4,144.65,74400,1000700,NIFTY060122,CE
2660,220103,40440,NIFTY06012217300CE,17300,220106,256.15,259.35,256.15,259.15,21150,1470150,NIFTY060122,CE
6410,220103,40440,NIFTY06012217800CE,17800,220106,10.45,10.8,10.45,10.8,91450,3004650,NIFTY060122,CE
8656,220103,40440,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.65,9100,1463000,NIFTY060122,CE
6785,220103,40440,NIFTY06012217850CE,17850,220106,6.25,6.5,6.25,6.45,32750,1066400,NIFTY060122,CE
3410,220103,40440,NIFTY06012217400CE,17400,220106,177.1,180.0,176.95,179.65,87900,2709450,NIFTY060122,CE
7910,220103,40440,NIFTY06012218000CE,18000,220106,2.55,2.55,2.45,2.5,78100,4872000,NIFTY060122,CE
7535,220103,40440,NIFTY06012217950CE,17950,220106,2.95,3.0,2.9,2.95,15500,570500,NIFTY060122,CE
11034,220103,40440,NIFTY06012218450CE,18450,220106,0.85,0.85,0.75,0.75,1650,30150,NIFTY060122,CE
5285,220103,40440,NIFTY06012217650CE,17650,220106,41.15,42.4,41.15,42.4,104050,1244700,NIFTY060122,CE
10106,220103,40440,NIFTY06012218300CE,18300,220106,1.05,1.05,1.0,1.05,2750,382950,NIFTY060122,CE
9030,220103,40440,NIFTY06012218150CE,18150,220106,1.45,1.45,1.4,1.45,3400,126100,NIFTY060122,CE
12941,220103,40440,NIFTY06012218850CE,18850,220106,0.65,0.7,0.6,0.6,1850,32900,NIFTY060122,CE
12088,220103,40440,NIFTY06012218650CE,18650,220106,0.8,0.8,0.6,0.6,1600,24100,NIFTY060122,CE
14859,220103,40440,NIFTY06012219600CE,19600,220106,0.5,0.55,0.5,0.5,5300,234150,NIFTY060122,CE
1662,220103,40440,NIFTY06012217150CE,17150,220106,390.35,391.95,390.35,391.95,50,35900,NIFTY060122,CE
11315,220103,40440,NIFTY06012218500CE,18500,220106,0.7,0.75,0.7,0.75,4850,2351500,NIFTY060122,CE
1913,220103,40440,NIFTY06012217200CE,17200,220106,344.3,347.35,344.3,347.35,4500,1050850,NIFTY060122,CE
8284,220103,40440,NIFTY06012218050CE,18050,220106,1.95,2.0,1.9,1.9,9800,215100,NIFTY060122,CE
12511,220103,40440,NIFTY06012218750CE,18750,220106,0.65,0.65,0.65,0.65,1600,23250,NIFTY060122,CE
3035,220103,40440,NIFTY06012217350CE,17350,220106,215.05,218.15,215.05,217.6,13300,602900,NIFTY060122,CE
2288,220103,40440,NIFTY06012217250CE,17250,220106,300.0,302.1,299.75,301.7,1050,209650,NIFTY060122,CE
12291,220103,40440,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,1600,149850,NIFTY060122,CE
1327,220103,40440,NIFTY06012217100CE,17100,220106,436.9,439.15,436.9,439.05,1050,186050,NIFTY060122,CE
10732,220103,40440,NIFTY06012218400CE,18400,220106,0.85,0.9,0.85,0.9,3100,200850,NIFTY060122,CE
1128,220103,40440,NIFTY06012217050CE,17050,220106,474.15,486.35,474.15,486.35,50,17050,NIFTY060122,CE
11616,220103,40440,NIFTY06012218550CE,18550,220106,0.75,0.85,0.75,0.85,1650,25950,NIFTY060122,CE
7160,220103,40440,NIFTY06012217900CE,17900,220106,4.1,4.25,4.1,4.25,55500,2771100,NIFTY060122,CE
9758,220103,40440,NIFTY06012218250CE,18250,220106,1.1,1.15,1.1,1.15,1750,44900,NIFTY060122,CE
14332,220103,40440,NIFTY06012219400CE,19400,220106,0.45,0.55,0.45,0.55,6200,32050,NIFTY060122,CE
13166,220103,40440,NIFTY06012218900CE,18900,220106,0.55,0.55,0.55,0.55,200,74750,NIFTY060122,CE
9403,220103,40440,NIFTY06012218200CE,18200,220106,1.2,1.2,1.15,1.2,35450,1047900,NIFTY060122,CE
4910,220103,40440,NIFTY06012217600CE,17600,220106,59.75,61.45,59.75,61.25,255950,3052600,NIFTY060122,CE
831,220103,40440,NIFTY06012217000CE,17000,220106,533.35,535.8,533.35,535.0,1600,443350,NIFTY060122,CE
12715,220103,40440,NIFTY06012218800CE,18800,220106,0.55,0.6,0.55,0.55,4050,131850,NIFTY060122,CE
13547,220103,40440,NIFTY06012219000CE,19000,220106,0.5,0.5,0.45,0.45,17000,687500,NIFTY060122,CE
10425,220103,40440,NIFTY06012218350CE,18350,220106,1.0,1.0,0.95,1.0,1850,35450,NIFTY060122,CE
4535,220103,40440,NIFTY06012217550CE,17550,220106,83.15,85.0,83.15,84.9,148500,1375300,NIFTY060122,CE
6035,220103,40440,NIFTY06012217750CE,17750,220106,17.15,17.8,17.15,17.75,92600,1323950,NIFTY060122,CE
7911,220103,40500,NIFTY06012218000CE,18000,220106,2.5,2.5,2.45,2.5,55550,4872000,NIFTY060122,CE
4536,220103,40500,NIFTY06012217550CE,17550,220106,85.0,86.45,83.5,83.65,239550,1375300,NIFTY060122,CE
12716,220103,40500,NIFTY06012218800CE,18800,220106,0.55,0.55,0.55,0.55,5550,131850,NIFTY060122,CE
9404,220103,40500,NIFTY06012218200CE,18200,220106,1.2,1.2,1.15,1.2,44950,1047900,NIFTY060122,CE
10426,220103,40500,NIFTY06012218350CE,18350,220106,1.1,1.1,0.95,0.95,3450,33900,NIFTY060122,CE
5286,220103,40500,NIFTY06012217650CE,17650,220106,42.35,43.3,41.55,41.55,114450,1244700,NIFTY060122,CE
11035,220103,40500,NIFTY06012218450CE,18450,220106,0.85,0.85,0.8,0.8,4250,28700,NIFTY060122,CE
12942,220103,40500,NIFTY06012218850CE,18850,220106,0.6,0.7,0.5,0.6,8700,30200,NIFTY060122,CE
13548,220103,40500,NIFTY06012219000CE,19000,220106,0.45,0.45,0.45,0.45,4750,687500,NIFTY060122,CE
832,220103,40500,NIFTY06012217000CE,17000,220106,535.95,538.45,534.75,535.4,2850,443350,NIFTY060122,CE
10107,220103,40500,NIFTY06012218300CE,18300,220106,1.0,1.05,1.0,1.0,9550,382950,NIFTY060122,CE
10733,220103,40500,NIFTY06012218400CE,18400,220106,0.9,0.9,0.85,0.85,4900,200850,NIFTY060122,CE
13354,220103,40500,NIFTY06012218950CE,18950,220106,0.55,0.55,0.55,0.55,250,19450,NIFTY060122,CE
12089,220103,40500,NIFTY06012218650CE,18650,220106,0.6,0.7,0.55,0.55,2900,23050,NIFTY060122,CE
14258,220103,40500,NIFTY06012219350CE,19350,220106,0.6,0.6,0.6,0.6,7500,2550,NIFTY060122,CE
9759,220103,40500,NIFTY06012218250CE,18250,220106,1.15,1.15,1.1,1.1,4050,43600,NIFTY060122,CE
2289,220103,40500,NIFTY06012217250CE,17250,220106,301.7,305.0,301.0,301.0,1800,209650,NIFTY060122,CE
6411,220103,40500,NIFTY06012217800CE,17800,220106,10.8,11.05,10.65,10.7,121600,3004650,NIFTY060122,CE
4161,220103,40500,NIFTY06012217500CE,17500,220106,112.75,114.5,111.15,111.15,356300,3831450,NIFTY060122,CE
7536,220103,40500,NIFTY06012217950CE,17950,220106,3.0,3.0,2.95,3.0,16300,570500,NIFTY060122,CE
1328,220103,40500,NIFTY06012217100CE,17100,220106,439.05,442.95,438.3,438.3,600,186050,NIFTY060122,CE
11316,220103,40500,NIFTY06012218500CE,18500,220106,0.75,0.75,0.7,0.75,13800,2351500,NIFTY060122,CE
8657,220103,40500,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.65,18750,1463000,NIFTY060122,CE
3036,220103,40500,NIFTY06012217350CE,17350,220106,218.2,220.7,216.25,216.95,21450,602900,NIFTY060122,CE
1663,220103,40500,NIFTY06012217150CE,17150,220106,391.95,395.0,391.65,391.65,350,35800,NIFTY060122,CE
9031,220103,40500,NIFTY06012218150CE,18150,220106,1.45,1.45,1.4,1.45,4650,126100,NIFTY060122,CE
11855,220103,40500,NIFTY06012218600CE,18600,220106,0.65,0.65,0.65,0.65,4000,134650,NIFTY060122,CE
3786,220103,40500,NIFTY06012217450CE,17450,220106,144.35,146.45,142.7,142.7,95150,1000700,NIFTY060122,CE
13167,220103,40500,NIFTY06012218900CE,18900,220106,0.55,0.55,0.5,0.5,1850,74750,NIFTY060122,CE
1129,220103,40500,NIFTY06012217050CE,17050,220106,486.35,489.95,486.35,489.95,250,17000,NIFTY060122,CE
11617,220103,40500,NIFTY06012218550CE,18550,220106,0.85,0.85,0.7,0.7,2650,23550,NIFTY060122,CE
7161,220103,40500,NIFTY06012217900CE,17900,220106,4.25,4.3,4.2,4.2,82300,2771100,NIFTY060122,CE
5661,220103,40500,NIFTY06012217700CE,17700,220106,27.9,28.65,27.4,27.4,194600,3442750,NIFTY060122,CE
1914,220103,40500,NIFTY06012217200CE,17200,220106,347.35,350.0,345.8,346.0,10850,1050850,NIFTY060122,CE
358,220103,40500,NIFTY06012216800CE,16800,220106,716.0,731.65,716.0,731.65,150,131600,NIFTY060122,CE
8285,220103,40500,NIFTY06012218050CE,18050,220106,1.9,2.0,1.9,2.0,9400,215100,NIFTY060122,CE
4911,220103,40500,NIFTY06012217600CE,17600,220106,61.25,62.7,60.35,60.35,301850,3052600,NIFTY060122,CE
13,220103,40500,NIFTY06012216000CE,16000,220106,1502.95,1524.9,1502.95,1524.9,500,17500,NIFTY060122,CE
3411,220103,40500,NIFTY06012217400CE,17400,220106,179.25,182.0,178.0,178.05,92750,2709450,NIFTY060122,CE
12292,220103,40500,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,7150,149800,NIFTY060122,CE
12512,220103,40500,NIFTY06012218750CE,18750,220106,0.65,0.7,0.6,0.6,3500,21850,NIFTY060122,CE
14531,220103,40500,NIFTY06012219500CE,19500,220106,0.5,0.5,0.5,0.5,2950,215600,NIFTY060122,CE
14409,220103,40500,NIFTY06012219450CE,19450,220106,0.6,0.6,0.6,0.6,100,7250,NIFTY060122,CE
2661,220103,40500,NIFTY06012217300CE,17300,220106,259.3,262.0,257.6,257.65,30950,1470150,NIFTY060122,CE
6036,220103,40500,NIFTY06012217750CE,17750,220106,17.7,18.15,17.4,17.4,87200,1323950,NIFTY060122,CE
6786,220103,40500,NIFTY06012217850CE,17850,220106,6.45,6.6,6.35,6.5,49100,1066400,NIFTY060122,CE
1329,220103,40560,NIFTY06012217100CE,17100,220106,438.3,438.3,437.0,438.05,400,186050,NIFTY060122,CE
83,220103,40560,NIFTY06012216500CE,16500,220106,1015.0,1025.0,1015.0,1025.0,50,34950,NIFTY060122,CE
9032,220103,40560,NIFTY06012218150CE,18150,220106,1.45,1.45,1.4,1.4,1050,126100,NIFTY060122,CE
3037,220103,40560,NIFTY06012217350CE,17350,220106,217.4,217.7,215.15,217.1,13050,602900,NIFTY060122,CE
9760,220103,40560,NIFTY06012218250CE,18250,220106,1.1,1.1,1.1,1.1,200,43600,NIFTY060122,CE
2290,220103,40560,NIFTY06012217250CE,17250,220106,301.0,301.4,299.0,301.05,1350,209650,NIFTY060122,CE
10734,220103,40560,NIFTY06012218400CE,18400,220106,0.85,0.85,0.85,0.85,1750,200850,NIFTY060122,CE
14259,220103,40560,NIFTY06012219350CE,19350,220106,0.6,0.6,0.6,0.6,4500,2550,NIFTY060122,CE
234,220103,40560,NIFTY06012216700CE,16700,220106,817.8,825.65,817.8,825.65,50,27550,NIFTY060122,CE
4162,220103,40560,NIFTY06012217500CE,17500,220106,111.7,112.25,110.45,111.8,205000,3831450,NIFTY060122,CE
7537,220103,40560,NIFTY06012217950CE,17950,220106,3.0,3.0,2.95,3.0,6300,570500,NIFTY060122,CE
13168,220103,40560,NIFTY06012218900CE,18900,220106,0.5,0.55,0.5,0.55,300,74750,NIFTY060122,CE
5287,220103,40560,NIFTY06012217650CE,17650,220106,41.75,42.15,40.95,41.75,78050,1244700,NIFTY060122,CE
10427,220103,40560,NIFTY06012218350CE,18350,220106,0.95,1.0,0.95,1.0,300,33900,NIFTY060122,CE
12717,220103,40560,NIFTY06012218800CE,18800,220106,0.55,0.55,0.55,0.55,500,131850,NIFTY060122,CE
7912,220103,40560,NIFTY06012218000CE,18000,220106,2.45,2.5,2.45,2.5,34200,4872000,NIFTY060122,CE
4912,220103,40560,NIFTY06012217600CE,17600,220106,60.75,60.85,59.7,60.65,186300,3052600,NIFTY060122,CE
3412,220103,40560,NIFTY06012217400CE,17400,220106,178.4,179.0,176.8,178.7,52400,2709450,NIFTY060122,CE
1915,220103,40560,NIFTY06012217200CE,17200,220106,346.0,346.05,344.3,346.0,3400,1050850,NIFTY060122,CE
7162,220103,40560,NIFTY06012217900CE,17900,220106,4.25,4.25,4.2,4.25,17150,2771100,NIFTY060122,CE
3787,220103,40560,NIFTY06012217450CE,17450,220106,143.25,143.75,141.65,142.95,54100,1000700,NIFTY060122,CE
11618,220103,40560,NIFTY06012218550CE,18550,220106,0.7,0.7,0.7,0.7,250,23550,NIFTY060122,CE
14532,220103,40560,NIFTY06012219500CE,19500,220106,0.5,0.5,0.5,0.5,250,215600,NIFTY060122,CE
12513,220103,40560,NIFTY06012218750CE,18750,220106,0.6,0.6,0.6,0.6,250,21850,NIFTY060122,CE
12293,220103,40560,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,1100,149800,NIFTY060122,CE
5662,220103,40560,NIFTY06012217700CE,17700,220106,27.6,27.95,27.1,27.7,110900,3442750,NIFTY060122,CE
11856,220103,40560,NIFTY06012218600CE,18600,220106,0.65,0.65,0.65,0.65,250,134650,NIFTY060122,CE
8286,220103,40560,NIFTY06012218050CE,18050,220106,2.0,2.0,1.95,2.0,2300,215100,NIFTY060122,CE
2662,220103,40560,NIFTY06012217300CE,17300,220106,258.0,258.7,256.15,258.45,15300,1470150,NIFTY060122,CE
6787,220103,40560,NIFTY06012217850CE,17850,220106,6.5,6.55,6.3,6.45,21550,1066400,NIFTY060122,CE
12090,220103,40560,NIFTY06012218650CE,18650,220106,0.55,0.6,0.55,0.6,250,23050,NIFTY060122,CE
8658,220103,40560,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.65,3300,1463000,NIFTY060122,CE
11317,220103,40560,NIFTY06012218500CE,18500,220106,0.75,0.75,0.7,0.75,1700,2351500,NIFTY060122,CE
6412,220103,40560,NIFTY06012217800CE,17800,220106,10.7,10.85,10.5,10.75,95700,3004650,NIFTY060122,CE
9405,220103,40560,NIFTY06012218200CE,18200,220106,1.2,1.2,1.15,1.15,2050,1047900,NIFTY060122,CE
11036,220103,40560,NIFTY06012218450CE,18450,220106,0.8,0.8,0.75,0.8,950,28700,NIFTY060122,CE
12943,220103,40560,NIFTY06012218850CE,18850,220106,0.6,0.6,0.6,0.6,500,30200,NIFTY060122,CE
4537,220103,40560,NIFTY06012217550CE,17550,220106,84.0,84.3,82.9,84.05,91700,1375300,NIFTY060122,CE
10108,220103,40560,NIFTY06012218300CE,18300,220106,1.0,1.05,1.0,1.0,6950,382950,NIFTY060122,CE
833,220103,40560,NIFTY06012217000CE,17000,220106,535.4,535.4,532.4,532.75,6000,443350,NIFTY060122,CE
13549,220103,40560,NIFTY06012219000CE,19000,220106,0.45,0.5,0.45,0.45,1700,687500,NIFTY060122,CE
14731,220103,40560,NIFTY06012219550CE,19550,220106,0.55,0.55,0.55,0.55,100,1550,NIFTY060122,CE
6037,220103,40560,NIFTY06012217750CE,17750,220106,17.55,17.8,17.2,17.6,86150,1323950,NIFTY060122,CE
359,220103,40620,NIFTY06012216800CE,16800,220106,731.65,731.65,729.3,729.3,100,131600,NIFTY060122,CE
451,220103,40620,NIFTY06012216850CE,16850,220106,664.0,678.55,664.0,677.1,750,7700,NIFTY060122,CE
1916,220103,40620,NIFTY06012217200CE,17200,220106,346.0,347.4,342.35,343.65,5500,1046400,NIFTY060122,CE
7163,220103,40620,NIFTY06012217900CE,17900,220106,4.25,4.25,4.2,4.2,26900,2802400,NIFTY060122,CE
6038,220103,40620,NIFTY06012217750CE,17750,220106,17.7,17.8,17.1,17.25,52900,1335300,NIFTY060122,CE
5663,220103,40620,NIFTY06012217700CE,17700,220106,27.7,27.9,26.9,26.95,86550,3467200,NIFTY060122,CE
12294,220103,40620,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,2150,149850,NIFTY060122,CE
7538,220103,40620,NIFTY06012217950CE,17950,220106,2.95,3.0,2.95,3.0,5450,575200,NIFTY060122,CE
1330,220103,40620,NIFTY06012217100CE,17100,220106,438.05,438.95,436.0,436.0,150,186050,NIFTY060122,CE
12091,220103,40620,NIFTY06012218650CE,18650,220106,0.6,0.75,0.6,0.65,650,23050,NIFTY060122,CE
