,date,time,symbol,strike,expiry,open,high,low,close,volume,oi,prefix,option_type
8659,220103,40620,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.65,14200,1464550,NIFTY060122,CE
6413,220103,40620,NIFTY06012217800CE,17800,220106,10.85,10.9,10.45,10.5,51650,3026600,NIFTY060122,CE
14260,220103,40620,NIFTY06012219350CE,19350,220106,0.6,0.6,0.55,0.55,50,2550,NIFTY060122,CE
4163,220103,40620,NIFTY06012217500CE,17500,220106,111.85,112.1,109.3,109.8,167100,3787700,NIFTY060122,CE
11318,220103,40620,NIFTY06012218500CE,18500,220106,0.75,0.75,0.75,0.75,3050,2351500,NIFTY060122,CE
2291,220103,40620,NIFTY06012217250CE,17250,220106,301.05,301.05,297.75,297.75,1700,210150,NIFTY060122,CE
9033,220103,40620,NIFTY06012218150CE,18150,220106,1.4,1.45,1.35,1.35,2700,125300,NIFTY060122,CE
5288,220103,40620,NIFTY06012217650CE,17650,220106,41.85,42.1,40.55,40.75,56200,1245150,NIFTY060122,CE
536,220103,40620,NIFTY06012216900CE,16900,220106,617.7,630.1,617.7,629.5,200,125750,NIFTY060122,CE
4913,220103,40620,NIFTY06012217600CE,17600,220106,60.65,60.85,59.0,59.25,133300,3117700,NIFTY060122,CE
10109,220103,40620,NIFTY06012218300CE,18300,220106,1.0,1.05,1.0,1.05,7050,390650,NIFTY060122,CE
10735,220103,40620,NIFTY06012218400CE,18400,220106,0.85,0.9,0.85,0.9,300,200850,NIFTY060122,CE
3038,220103,40620,NIFTY06012217350CE,17350,220106,216.85,217.35,213.5,214.25,6850,595400,NIFTY060122,CE
12944,220103,40620,NIFTY06012218850CE,18850,220106,0.6,0.6,0.55,0.55,1100,30200,NIFTY060122,CE
10428,220103,40620,NIFTY06012218350CE,18350,220106,1.0,1.05,1.0,1.05,50,32750,NIFTY060122,CE
8287,220103,40620,NIFTY06012218050CE,18050,220106,2.0,2.05,2.0,2.0,3950,211450,NIFTY060122,CE
2663,220103,40620,NIFTY06012217300CE,17300,220106,258.25,258.4,254.6,255.6,12950,1453500,NIFTY060122,CE
1664,220103,40620,NIFTY06012217150CE,17150,220106,391.65,391.65,389.45,389.45,250,35800,NIFTY060122,CE
3788,220103,40620,NIFTY06012217450CE,17450,220106,142.95,143.8,140.55,141.05,36000,965850,NIFTY060122,CE
1130,220103,40620,NIFTY06012217050CE,17050,220106,489.95,489.95,483.45,483.45,50,17100,NIFTY060122,CE
834,220103,40620,NIFTY06012217000CE,17000,220106,532.75,535.05,530.45,530.45,2150,446850,NIFTY060122,CE
6788,220103,40620,NIFTY06012217850CE,17850,220106,6.45,6.5,6.3,6.35,18300,1082700,NIFTY060122,CE
3413,220103,40620,NIFTY06012217400CE,17400,220106,178.35,179.0,175.6,176.3,86700,2699600,NIFTY060122,CE
4538,220103,40620,NIFTY06012217550CE,17550,220106,83.95,84.35,82.0,82.2,71450,1366700,NIFTY060122,CE
9406,220103,40620,NIFTY06012218200CE,18200,220106,1.15,1.2,1.15,1.2,4200,1069200,NIFTY060122,CE
14060,220103,40620,NIFTY06012219200CE,19200,220106,0.55,0.55,0.55,0.55,600,15150,NIFTY060122,CE
7913,220103,40620,NIFTY06012218000CE,18000,220106,2.45,2.5,2.45,2.45,40850,4893350,NIFTY060122,CE
6039,220103,40680,NIFTY06012217750CE,17750,220106,17.15,17.2,16.9,17.05,46450,1335300,NIFTY060122,CE
6789,220103,40680,NIFTY06012217850CE,17850,220106,6.35,6.4,6.3,6.3,16150,1082700,NIFTY060122,CE
537,220103,40680,NIFTY06012216900CE,16900,220106,629.5,629.5,626.85,626.85,50,125850,NIFTY060122,CE
5289,220103,40680,NIFTY06012217650CE,17650,220106,40.75,40.9,40.0,40.5,50100,1245150,NIFTY060122,CE
4539,220103,40680,NIFTY06012217550CE,17550,220106,82.4,82.5,80.95,81.85,99700,1366700,NIFTY060122,CE
835,220103,40680,NIFTY06012217000CE,17000,220106,530.45,531.6,528.0,530.9,16900,446850,NIFTY060122,CE
2292,220103,40680,NIFTY06012217250CE,17250,220106,297.75,298.5,296.35,297.0,1200,210150,NIFTY060122,CE
9034,220103,40680,NIFTY06012218150CE,18150,220106,1.35,1.45,1.35,1.45,550,125300,NIFTY060122,CE
10110,220103,40680,NIFTY06012218300CE,18300,220106,1.05,1.05,1.05,1.05,1900,390650,NIFTY060122,CE
14192,220103,40680,NIFTY06012219300CE,19300,220106,0.5,0.6,0.5,0.6,50,36750,NIFTY060122,CE
9407,220103,40680,NIFTY06012218200CE,18200,220106,1.2,1.2,1.15,1.15,350,1069200,NIFTY060122,CE
3414,220103,40680,NIFTY06012217400CE,17400,220106,176.05,176.55,173.6,175.2,69250,2699600,NIFTY060122,CE
7914,220103,40680,NIFTY06012218000CE,18000,220106,2.45,2.5,2.45,2.45,32550,4893350,NIFTY060122,CE
8660,220103,40680,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.6,15400,1464550,NIFTY060122,CE
5664,220103,40680,NIFTY06012217700CE,17700,220106,26.95,27.1,26.4,26.9,74650,3467200,NIFTY060122,CE
4914,220103,40680,NIFTY06012217600CE,17600,220106,59.15,59.3,58.1,58.9,153050,3117700,NIFTY060122,CE
1331,220103,40680,NIFTY06012217100CE,17100,220106,435.0,435.0,433.55,433.55,800,185750,NIFTY060122,CE
2664,220103,40680,NIFTY06012217300CE,17300,220106,255.0,255.6,252.0,253.65,21950,1453500,NIFTY060122,CE
14533,220103,40680,NIFTY06012219500CE,19500,220106,0.5,0.55,0.5,0.5,4000,214950,NIFTY060122,CE
1917,220103,40680,NIFTY06012217200CE,17200,220106,342.7,342.95,340.05,341.55,17250,1046400,NIFTY060122,CE
8288,220103,40680,NIFTY06012218050CE,18050,220106,2.0,2.05,2.0,2.05,1900,211450,NIFTY060122,CE
1665,220103,40680,NIFTY06012217150CE,17150,220106,389.45,389.45,386.55,386.55,150,35500,NIFTY060122,CE
3789,220103,40680,NIFTY06012217450CE,17450,220106,140.95,141.2,138.85,140.25,60350,965850,NIFTY060122,CE
12295,220103,40680,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,800,149850,NIFTY060122,CE
7539,220103,40680,NIFTY06012217950CE,17950,220106,3.0,3.0,2.95,2.95,6050,575200,NIFTY060122,CE
7164,220103,40680,NIFTY06012217900CE,17900,220106,4.25,4.25,4.2,4.2,32400,2802400,NIFTY060122,CE
3039,220103,40680,NIFTY06012217350CE,17350,220106,214.25,214.55,211.2,213.2,8100,595400,NIFTY060122,CE
6414,220103,40680,NIFTY06012217800CE,17800,220106,10.6,10.6,10.35,10.4,64500,3026600,NIFTY060122,CE
683,220103,40680,NIFTY06012216950CE,16950,220106,572.0,578.55,572.0,578.55,100,15500,NIFTY060122,CE
11319,220103,40680,NIFTY06012218500CE,18500,220106,0.75,0.75,0.75,0.75,1950,2340150,NIFTY060122,CE
4164,220103,40680,NIFTY06012217500CE,17500,220106,109.7,109.95,108.0,109.1,173900,3787700,NIFTY060122,CE
5665,220103,40740,NIFTY06012217700CE,17700,220106,26.85,28.15,26.75,28.0,116050,3467200,NIFTY060122,CE
7915,220103,40740,NIFTY06012218000CE,18000,220106,2.45,2.5,2.45,2.5,15850,4893350,NIFTY060122,CE
4915,220103,40740,NIFTY06012217600CE,17600,220106,58.85,61.15,58.85,60.9,207750,3117700,NIFTY060122,CE
14860,220103,40740,NIFTY06012219600CE,19600,220106,0.5,0.5,0.5,0.5,800,233700,NIFTY060122,CE
13169,220103,40740,NIFTY06012218900CE,18900,220106,0.5,0.5,0.5,0.5,50,74550,NIFTY060122,CE
7165,220103,40740,NIFTY06012217900CE,17900,220106,4.2,4.3,4.2,4.3,26100,2802400,NIFTY060122,CE
7540,220103,40740,NIFTY06012217950CE,17950,220106,2.95,3.0,2.9,2.95,15700,575200,NIFTY060122,CE
11320,220103,40740,NIFTY06012218500CE,18500,220106,0.75,0.75,0.75,0.75,1100,2340150,NIFTY060122,CE
2293,220103,40740,NIFTY06012217250CE,17250,220106,297.0,302.65,297.0,301.5,1900,210150,NIFTY060122,CE
4165,220103,40740,NIFTY06012217500CE,17500,220106,109.1,112.45,109.1,112.1,259300,3787700,NIFTY060122,CE
684,220103,40740,NIFTY06012216950CE,16950,220106,578.55,582.4,578.55,582.4,50,15500,NIFTY060122,CE
235,220103,40740,NIFTY06012216700CE,16700,220106,825.65,827.1,825.3,827.1,150,27550,NIFTY060122,CE
6415,220103,40740,NIFTY06012217800CE,17800,220106,10.4,10.9,10.4,10.8,70050,3026600,NIFTY060122,CE
3040,220103,40740,NIFTY06012217350CE,17350,220106,213.15,218.2,213.15,217.25,12650,595400,NIFTY060122,CE
9035,220103,40740,NIFTY06012218150CE,18150,220106,1.45,1.45,1.4,1.4,2050,125300,NIFTY060122,CE
8661,220103,40740,NIFTY06012218100CE,18100,220106,1.6,1.65,1.6,1.6,4450,1464550,NIFTY060122,CE
836,220103,40740,NIFTY06012217000CE,17000,220106,530.9,535.8,530.65,535.8,16800,446850,NIFTY060122,CE
9408,220103,40740,NIFTY06012218200CE,18200,220106,1.15,1.2,1.1,1.1,9950,1069200,NIFTY060122,CE
10111,220103,40740,NIFTY06012218300CE,18300,220106,1.05,1.05,1.05,1.05,1900,390650,NIFTY060122,CE
4540,220103,40740,NIFTY06012217550CE,17550,220106,81.95,84.6,81.9,84.4,116300,1366700,NIFTY060122,CE
13550,220103,40740,NIFTY06012219000CE,19000,220106,0.5,0.5,0.45,0.5,12000,691600,NIFTY060122,CE
5290,220103,40740,NIFTY06012217650CE,17650,220106,40.6,42.3,40.55,42.1,60400,1245150,NIFTY060122,CE
11037,220103,40740,NIFTY06012218450CE,18450,220106,0.8,0.8,0.8,0.8,50,25200,NIFTY060122,CE
6040,220103,40740,NIFTY06012217750CE,17750,220106,16.95,17.95,16.95,17.8,52150,1335300,NIFTY060122,CE
1131,220103,40740,NIFTY06012217050CE,17050,220106,483.45,484.65,483.45,484.65,50,17100,NIFTY060122,CE
13891,220103,40740,NIFTY06012219100CE,19100,220106,0.55,0.55,0.55,0.55,100,12350,NIFTY060122,CE
3790,220103,40740,NIFTY06012217450CE,17450,220106,140.1,144.2,140.1,143.65,55600,965850,NIFTY060122,CE
1666,220103,40740,NIFTY06012217150CE,17150,220106,386.55,393.0,386.55,393.0,150,35500,NIFTY060122,CE
1332,220103,40740,NIFTY06012217100CE,17100,220106,433.55,440.0,433.55,438.25,400,185750,NIFTY060122,CE
2665,220103,40740,NIFTY06012217300CE,17300,220106,253.65,258.95,253.65,258.15,15100,1453500,NIFTY060122,CE
8289,220103,40740,NIFTY06012218050CE,18050,220106,2.05,2.05,2.0,2.05,550,211450,NIFTY060122,CE
11857,220103,40740,NIFTY06012218600CE,18600,220106,0.65,0.7,0.65,0.7,2000,132050,NIFTY060122,CE
1918,220103,40740,NIFTY06012217200CE,17200,220106,342.25,347.25,341.85,346.35,9500,1046400,NIFTY060122,CE
14061,220103,40740,NIFTY06012219200CE,19200,220106,0.55,0.55,0.55,0.55,200,15150,NIFTY060122,CE
14333,220103,40740,NIFTY06012219400CE,19400,220106,0.55,0.55,0.5,0.5,1750,32500,NIFTY060122,CE
10429,220103,40740,NIFTY06012218350CE,18350,220106,1.05,1.1,0.95,1.1,100,32750,NIFTY060122,CE
6790,220103,40740,NIFTY06012217850CE,17850,220106,6.3,6.55,6.3,6.5,17900,1082700,NIFTY060122,CE
3415,220103,40740,NIFTY06012217400CE,17400,220106,175.6,179.8,175.35,179.25,83800,2699600,NIFTY060122,CE
6791,220103,40800,NIFTY06012217850CE,17850,220106,6.5,6.6,6.5,6.6,25950,1088300,NIFTY060122,CE
14410,220103,40800,NIFTY06012219450CE,19450,220106,0.6,0.6,0.6,0.6,100,7250,NIFTY060122,CE
3416,220103,40800,NIFTY06012217400CE,17400,220106,179.3,180.75,178.4,180.3,58950,2689450,NIFTY060122,CE
4916,220103,40800,NIFTY06012217600CE,17600,220106,60.85,61.85,60.85,61.75,151600,3160950,NIFTY060122,CE
7916,220103,40800,NIFTY06012218000CE,18000,220106,2.5,2.5,2.45,2.5,26700,4884050,NIFTY060122,CE
14062,220103,40800,NIFTY06012219200CE,19200,220106,0.55,0.55,0.55,0.55,150,15150,NIFTY060122,CE
2666,220103,40800,NIFTY06012217300CE,17300,220106,258.8,260.35,257.75,260.2,19250,1435150,NIFTY060122,CE
1919,220103,40800,NIFTY06012217200CE,17200,220106,346.95,348.2,346.4,348.2,4750,1032000,NIFTY060122,CE
8290,220103,40800,NIFTY06012218050CE,18050,220106,2.05,2.05,2.0,2.05,1650,211100,NIFTY060122,CE
1667,220103,40800,NIFTY06012217150CE,17150,220106,393.0,393.65,393.0,393.65,50,35500,NIFTY060122,CE
12296,220103,40800,NIFTY06012218700CE,18700,220106,0.55,0.55,0.55,0.55,200,149850,NIFTY060122,CE
1333,220103,40800,NIFTY06012217100CE,17100,220106,438.25,439.25,438.25,439.25,250,185250,NIFTY060122,CE
7541,220103,40800,NIFTY06012217950CE,17950,220106,2.95,3.0,2.95,3.0,7200,582450,NIFTY060122,CE
84,220103,40800,NIFTY06012216500CE,16500,220106,1025.0,1028.0,1025.0,1028.0,150,34900,NIFTY060122,CE
3791,220103,40800,NIFTY06012217450CE,17450,220106,143.55,145.35,143.1,145.35,45850,940000,NIFTY060122,CE
14534,220103,40800,NIFTY06012219500CE,19500,220106,0.5,0.55,0.5,0.55,250,216950,NIFTY060122,CE
7166,220103,40800,NIFTY06012217900CE,17900,220106,4.3,4.3,4.25,4.3,24500,2821450,NIFTY060122,CE
6416,220103,40800,NIFTY06012217800CE,17800,220106,10.9,11.05,10.85,11.0,84600,3031950,NIFTY060122,CE
6041,220103,40800,NIFTY06012217750CE,17750,220106,17.8,18.2,17.8,18.15,78700,1357900,NIFTY060122,CE
10736,220103,40800,NIFTY06012218400CE,18400,220106,0.9,0.9,0.9,0.9,500,202650,NIFTY060122,CE
5666,220103,40800,NIFTY06012217700CE,17700,220106,27.9,28.45,27.9,28.45,136800,3461850,NIFTY060122,CE
9409,220103,40800,NIFTY06012218200CE,18200,220106,1.1,1.15,1.1,1.15,3850,1066500,NIFTY060122,CE
10112,220103,40800,NIFTY06012218300CE,18300,220106,1.05,1.05,1.0,1.05,2700,395600,NIFTY060122,CE
8662,220103,40800,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.6,27950,1444600,NIFTY060122,CE
9761,220103,40800,NIFTY06012218250CE,18250,220106,1.1,1.15,1.05,1.15,950,41700,NIFTY060122,CE
4541,220103,40800,NIFTY06012217550CE,17550,220106,84.1,85.3,84.0,85.2,123400,1379900,NIFTY060122,CE
837,220103,40800,NIFTY06012217000CE,17000,220106,535.8,536.0,534.65,534.65,400,446850,NIFTY060122,CE
9036,220103,40800,NIFTY06012218150CE,18150,220106,1.4,1.45,1.35,1.4,2750,125650,NIFTY060122,CE
3041,220103,40800,NIFTY06012217350CE,17350,220106,217.25,219.25,216.9,219.25,13800,591350,NIFTY060122,CE
2294,220103,40800,NIFTY06012217250CE,17250,220106,301.5,303.95,301.5,303.95,1750,210400,NIFTY060122,CE
4166,220103,40800,NIFTY06012217500CE,17500,220106,112.05,113.15,111.55,113.15,200950,3765300,NIFTY060122,CE
11321,220103,40800,NIFTY06012218500CE,18500,220106,0.75,0.75,0.75,0.75,5100,2340150,NIFTY060122,CE
5291,220103,40800,NIFTY06012217650CE,17650,220106,42.05,42.85,41.95,42.8,73600,1254100,NIFTY060122,CE
1334,220103,40860,NIFTY06012217100CE,17100,220106,440.95,440.95,438.6,438.6,400,185250,NIFTY060122,CE
7542,220103,40860,NIFTY06012217950CE,17950,220106,2.95,3.0,2.9,2.95,9600,582450,NIFTY060122,CE
13170,220103,40860,NIFTY06012218900CE,18900,220106,0.55,0.55,0.5,0.5,100,74550,NIFTY060122,CE
14334,220103,40860,NIFTY06012219400CE,19400,220106,0.5,0.55,0.5,0.55,100,32500,NIFTY060122,CE
1668,220103,40860,NIFTY06012217150CE,17150,220106,393.65,393.65,392.75,392.75,150,35500,NIFTY060122,CE
1132,220103,40860,NIFTY06012217050CE,17050,220106,484.65,486.7,484.65,486.7,100,17050,NIFTY060122,CE
14535,220103,40860,NIFTY06012219500CE,19500,220106,0.55,0.55,0.5,0.5,100,216950,NIFTY060122,CE
5667,220103,40860,NIFTY06012217700CE,17700,220106,28.45,28.45,27.95,28.3,86550,3461850,NIFTY060122,CE
10737,220103,40860,NIFTY06012218400CE,18400,220106,0.9,0.9,0.9,0.9,300,202650,NIFTY060122,CE
6417,220103,40860,NIFTY06012217800CE,17800,220106,11.05,11.05,10.9,11.0,74650,3031950,NIFTY060122,CE
10113,220103,40860,NIFTY06012218300CE,18300,220106,1.05,1.05,1.0,1.0,1100,395600,NIFTY060122,CE
12718,220103,40860,NIFTY06012218800CE,18800,220106,0.55,0.55,0.55,0.55,4000,131850,NIFTY060122,CE
9410,220103,40860,NIFTY06012218200CE,18200,220106,1.15,1.15,1.1,1.15,2150,1066500,NIFTY060122,CE
538,220103,40860,NIFTY06012216900CE,16900,220106,634.15,634.15,632.5,632.5,150,125800,NIFTY060122,CE
8663,220103,40860,NIFTY06012218100CE,18100,220106,1.6,1.6,1.55,1.6,1150,1444600,NIFTY060122,CE
12297,220103,40860,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,1800,149850,NIFTY060122,CE
2667,220103,40860,NIFTY06012217300CE,17300,220106,259.75,259.75,257.05,258.65,9400,1435150,NIFTY060122,CE
1920,220103,40860,NIFTY06012217200CE,17200,220106,348.1,348.1,345.9,346.0,4400,1032000,NIFTY060122,CE
452,220103,40860,NIFTY06012216850CE,16850,220106,677.1,682.7,677.1,682.7,50,7700,NIFTY060122,CE
7167,220103,40860,NIFTY06012217900CE,17900,220106,4.3,4.3,4.25,4.3,28800,2821450,NIFTY060122,CE
14261,220103,40860,NIFTY06012219350CE,19350,220106,0.55,0.55,0.55,0.55,1500,4900,NIFTY060122,CE
14861,220103,40860,NIFTY06012219600CE,19600,220106,0.5,0.55,0.5,0.55,50,233700,NIFTY060122,CE
3792,220103,40860,NIFTY06012217450CE,17450,220106,144.9,145.2,142.75,144.0,23450,940000,NIFTY060122,CE
277,220103,40860,NIFTY06012216750CE,16750,220106,759.9,781.45,759.9,781.45,100,5050,NIFTY060122,CE
8291,220103,40860,NIFTY06012218050CE,18050,220106,2.05,2.05,2.0,2.05,3000,211100,NIFTY060122,CE
7917,220103,40860,NIFTY06012218000CE,18000,220106,2.45,2.5,2.45,2.45,16350,4884050,NIFTY060122,CE
6042,220103,40860,NIFTY06012217750CE,17750,220106,18.25,18.25,17.85,17.95,41800,1357900,NIFTY060122,CE
3417,220103,40860,NIFTY06012217400CE,17400,220106,179.9,180.55,178.0,179.25,27350,2689450,NIFTY060122,CE
4917,220103,40860,NIFTY06012217600CE,17600,220106,61.7,61.9,60.5,61.2,131950,3160950,NIFTY060122,CE
6792,220103,40860,NIFTY06012217850CE,17850,220106,6.6,6.65,6.5,6.6,18850,1088300,NIFTY060122,CE
27,220103,40860,NIFTY06012216300CE,16300,220106,1201.5,1226.0,1201.5,1226.0,50,4000,NIFTY060122,CE
5292,220103,40860,NIFTY06012217650CE,17650,220106,42.9,42.9,41.95,42.35,43350,1254100,NIFTY060122,CE
13551,220103,40860,NIFTY06012219000CE,19000,220106,0.5,0.5,0.5,0.5,550,691600,NIFTY060122,CE
9762,220103,40860,NIFTY06012218250CE,18250,220106,1.15,1.15,1.1,1.1,500,41700,NIFTY060122,CE
4542,220103,40860,NIFTY06012217550CE,17550,220106,85.2,85.5,83.75,84.8,77850,1379900,NIFTY060122,CE
9037,220103,40860,NIFTY06012218150CE,18150,220106,1.4,1.4,1.35,1.35,500,125650,NIFTY060122,CE
3042,220103,40860,NIFTY06012217350CE,17350,220106,219.1,219.1,216.85,217.5,2800,591350,NIFTY060122,CE
4167,220103,40860,NIFTY06012217500CE,17500,220106,113.0,113.35,111.25,112.35,120950,3765300,NIFTY060122,CE
11322,220103,40860,NIFTY06012218500CE,18500,220106,0.75,0.75,0.7,0.7,950,2340150,NIFTY060122,CE
838,220103,40860,NIFTY06012217000CE,17000,220106,534.65,535.05,534.0,534.0,100,451400,NIFTY060122,CE
2295,220103,40860,NIFTY06012217250CE,17250,220106,303.95,303.95,301.0,301.0,1300,210400,NIFTY060122,CE
14862,220103,40920,NIFTY06012219600CE,19600,220106,0.55,0.55,0.5,0.5,1450,233700,NIFTY060122,CE
7168,220103,40920,NIFTY06012217900CE,17900,220106,4.3,4.35,4.25,4.3,30350,2821450,NIFTY060122,CE
12092,220103,40920,NIFTY06012218650CE,18650,220106,0.65,0.65,0.6,0.6,750,21600,NIFTY060122,CE
11619,220103,40920,NIFTY06012218550CE,18550,220106,0.7,0.75,0.7,0.7,950,21050,NIFTY060122,CE
12298,220103,40920,NIFTY06012218700CE,18700,220106,0.6,0.6,0.6,0.6,1050,149850,NIFTY060122,CE
1669,220103,40920,NIFTY06012217150CE,17150,220106,392.75,392.75,391.8,391.8,50,35500,NIFTY060122,CE
3418,220103,40920,NIFTY06012217400CE,17400,220106,179.2,179.5,176.7,177.95,36000,2689450,NIFTY060122,CE
4918,220103,40920,NIFTY06012217600CE,17600,220106,61.15,61.4,60.15,60.65,109850,3160950,NIFTY060122,CE
7918,220103,40920,NIFTY06012218000CE,18000,220106,2.45,2.5,2.45,2.5,102100,4884050,NIFTY060122,CE
1921,220103,40920,NIFTY06012217200CE,17200,220106,346.0,346.95,343.95,345.35,6850,1032000,NIFTY060122,CE
6793,220103,40920,NIFTY06012217850CE,17850,220106,6.6,6.65,6.5,6.5,24750,1088300,NIFTY060122,CE
13552,220103,40920,NIFTY06012219000CE,19000,220106,0.5,0.5,0.45,0.45,6250,691600,NIFTY060122,CE
10114,220103,40920,NIFTY06012218300CE,18300,220106,1.0,1.0,1.0,1.0,6550,395600,NIFTY060122,CE
10430,220103,40920,NIFTY06012218350CE,18350,220106,1.0,1.0,1.0,1.0,600,32800,NIFTY060122,CE
3793,220103,40920,NIFTY06012217450CE,17450,220106,144.0,144.4,141.75,142.5,19350,940000,NIFTY060122,CE
14335,220103,40920,NIFTY06012219400CE,19400,220106,0.55,0.55,0.45,0.55,750,32500,NIFTY060122,CE
12514,220103,40920,NIFTY06012218750CE,18750,220106,0.6,0.65,0.6,0.6,1000,19500,NIFTY060122,CE
13171,220103,40920,NIFTY06012218900CE,18900,220106,0.5,0.55,0.5,0.5,1000,74550,NIFTY060122,CE
6043,220103,40920,NIFTY06012217750CE,17750,220106,18.0,18.05,17.6,17.75,31800,1357900,NIFTY060122,CE
14536,220103,40920,NIFTY06012219500CE,19500,220106,0.5,0.55,0.5,0.5,1350,216950,NIFTY060122,CE
11858,220103,40920,NIFTY06012218600CE,18600,220106,0.7,0.7,0.65,0.65,1550,130350,NIFTY060122,CE
2668,220103,40920,NIFTY06012217300CE,17300,220106,258.9,259.2,256.0,256.55,14900,1435150,NIFTY060122,CE
1335,220103,40920,NIFTY06012217100CE,17100,220106,438.6,438.6,438.0,438.0,50,185250,NIFTY060122,CE
7543,220103,40920,NIFTY06012217950CE,17950,220106,2.95,3.0,2.9,2.95,24050,582450,NIFTY060122,CE
4543,220103,40920,NIFTY06012217550CE,17550,220106,84.5,84.7,83.1,84.0,58000,1379900,NIFTY060122,CE
9411,220103,40920,NIFTY06012218200CE,18200,220106,1.1,1.15,1.1,1.1,5750,1066500,NIFTY060122,CE
9763,220103,40920,NIFTY06012218250CE,18250,220106,1.1,1.1,1.1,1.1,950,41700,NIFTY060122,CE
8664,220103,40920,NIFTY06012218100CE,18100,220106,1.6,1.6,1.55,1.6,11650,1444600,NIFTY060122,CE
14193,220103,40920,NIFTY06012219300CE,19300,220106,0.6,0.6,0.6,0.6,200,36750,NIFTY060122,CE
236,220103,40920,NIFTY06012216700CE,16700,220106,827.1,827.1,825.65,825.65,100,27650,NIFTY060122,CE
4168,220103,40920,NIFTY06012217500CE,17500,220106,112.4,112.5,110.35,111.1,113600,3765300,NIFTY060122,CE
2296,220103,40920,NIFTY06012217250CE,17250,220106,301.0,302.15,298.9,298.95,1600,210400,NIFTY060122,CE
11323,220103,40920,NIFTY06012218500CE,18500,220106,0.7,0.75,0.7,0.7,1500,2340150,NIFTY060122,CE
8292,220103,40920,NIFTY06012218050CE,18050,220106,2.05,2.05,2.0,2.0,3150,211100,NIFTY060122,CE
3043,220103,40920,NIFTY06012217350CE,17350,220106,217.55,217.85,215.0,216.5,4350,591350,NIFTY060122,CE
9038,220103,40920,NIFTY06012218150CE,18150,220106,1.35,1.35,1.35,1.35,1000,125650,NIFTY060122,CE
6418,220103,40920,NIFTY06012217800CE,17800,220106,11.1,11.1,10.8,10.9,83000,3031950,NIFTY060122,CE
12945,220103,40920,NIFTY06012218850CE,18850,220106,0.55,0.55,0.55,0.55,750,21650,NIFTY060122,CE
5668,220103,40920,NIFTY06012217700CE,17700,220106,28.2,28.3,27.65,27.85,86600,3461850,NIFTY060122,CE
10738,220103,40920,NIFTY06012218400CE,18400,220106,0.9,0.9,0.85,0.85,1000,202650,NIFTY060122,CE
839,220103,40920,NIFTY06012217000CE,17000,220106,534.0,535.15,532.25,532.25,350,451400,NIFTY060122,CE
5293,220103,40920,NIFTY06012217650CE,17650,220106,42.35,42.55,41.5,41.95,45800,1254100,NIFTY060122,CE
11038,220103,40920,NIFTY06012218450CE,18450,220106,0.8,0.8,0.75,0.75,850,25200,NIFTY060122,CE
12719,220103,40920,NIFTY06012218800CE,18800,220106,0.55,0.55,0.55,0.55,950,131850,NIFTY060122,CE
7919,220103,40980,NIFTY06012218000CE,18000,220106,2.5,2.55,2.5,2.5,33050,4887450,NIFTY060122,CE
6419,220103,40980,NIFTY06012217800CE,17800,220106,11.0,11.0,10.7,10.8,77650,3025350,NIFTY060122,CE
6044,220103,40980,NIFTY06012217750CE,17750,220106,17.8,17.9,17.35,17.55,43550,1372450,NIFTY060122,CE
3419,220103,40980,NIFTY06012217400CE,17400,220106,178.1,178.15,176.05,176.75,27100,2687900,NIFTY060122,CE
2669,220103,40980,NIFTY06012217300CE,17300,220106,257.4,257.4,255.0,255.15,9800,1436000,NIFTY060122,CE
9412,220103,40980,NIFTY06012218200CE,18200,220106,1.1,1.15,1.1,1.15,300,1066500,NIFTY060122,CE
85,220103,40980,NIFTY06012216500CE,16500,220106,1028.0,1028.0,1021.4,1021.4,100,34900,NIFTY060122,CE
8665,220103,40980,NIFTY06012218100CE,18100,220106,1.65,1.65,1.6,1.65,300,1447350,NIFTY060122,CE
14863,220103,40980,NIFTY06012219600CE,19600,220106,0.5,0.55,0.5,0.55,200,233700,NIFTY060122,CE
1922,220103,40980,NIFTY06012217200CE,17200,220106,345.35,345.55,342.7,343.05,19150,1019000,NIFTY060122,CE
4919,220103,40980,NIFTY06012217600CE,17600,220106,60.85,60.85,59.6,59.95,136900,3196750,NIFTY060122,CE
